Pincode	City	State	is_oda	Zone
110607	Delhi	Delhi	No	N1
110608	Delhi	Delhi	No	N1
110609	Delhi	Delhi	No	N1
111112	Faridabad	Delhi	ODA	N1
111120	Delhi	Delhi	No	N1
120001	Faridabad	Haryana	No	N2
120002	Gurgaon	Haryana	No	N2
121000	Faridabad	Haryana	No	N2
121001	Faridabad	Haryana	No	N2
121002	Faridabad	Haryana	No	N2
121003	Faridabad	Haryana	No	N2
121004	Faridabad	Haryana	No	N2
121005	Faridabad	Haryana	No	N2
121006	Faridabad	Haryana	No	N2
121007	Faridabad	Haryana	No	N2
121008	Faridabad	Haryana	No	N2
121009	Faridabad	Haryana	No	N2
121010	Faridabad	Haryana	No	N2
121011	Faridabad	Haryana	No	N2
121012	Faridabad	Haryana	No	N2
121013	Faridabad	Haryana	No	N2
121014	Faridabad	Haryana	No	N2
121015	Faridabad	Haryana	ODA	N2
121101	Faridabad	Haryana	No	N2
121102	Faridabad	Haryana	No	N2
121103	Palwal	Haryana	No	N2
121104	Nuh	Haryana	No	N2
121105	Palwal	Haryana	No	N2
121106	Hodal	Haryana	ODA	N2
121107	Hodal	Haryana	ODA	N2
121705	Mau	Uttar Pradesh	No	N2
122000	Gurgaon	Haryana	No	N2
122001	Gurgaon	Haryana	No	N2
122002	Gurgaon	Haryana	No	N2
122003	Gurgaon	Haryana	No	N2
122004	Gurgaon	Haryana	No	N2
122005	Gurgaon	Haryana	No	N2
122006	Gurgaon	Haryana	No	N2
122007	Gurgaon	Haryana	No	N2
122008	Gurgaon	Haryana	No	N2
122009	Gurgaon	Haryana	No	N2
122010	Gurgaon	Haryana	No	N2
122011	Gurgaon	Haryana	No	N2
122012	Gurgaon	Haryana	No	N2
122013	Gurgaon	Haryana	No	N2
122014	Gurgaon	Haryana	No	N2
122015	Gurgaon	Haryana	No	N2
122016	Gurgaon	Haryana	No	N2
122017	Gurgaon	Haryana	No	N2
122018	Gurgaon	Haryana	No	N2
122019	Gurgaon	Haryana	No	N2
122020	Gurgaon	Haryana	No	N2
122021	Gurgaon	Haryana	No	N2
122022	Gurgaon	Haryana	No	N2
122050	Gurgaon	Haryana	No	N2
122051	Gurgaon	Haryana	No	N2
122052	Gurgaon	Haryana	No	N2
122055	Gurgaon	Haryana	No	N2
122098	Gurgaon	Haryana	No	N2
122100	Gurgaon	Haryana	No	N2
122101	Gurgaon	Haryana	No	N2
122102	Gurgaon	Haryana	No	N2
122103	Gurgaon	Haryana	ODA	N2
122104	Nuh	Haryana	No	N2
122105	Gurgaon	Haryana	No	N2
122106	Gurgaon	Haryana	No	N2
122107	Gurgaon	Haryana	ODA	N2
122108	Nuh	Haryana	No	N2
122109	Gurgaon	Haryana	No	N2
122110	Bhiwadi	Haryana	No	N2
122203	Gurgaon	Haryana	No	N2
122204	Gurgaon	Haryana	No	N2
122206	Gurgaon	Haryana	No	N2
122207	Gurgaon	Haryana	No	N2
122208	Gurgaon	Haryana	No	N2
122209	Gurgaon	Haryana	No	N2
122210	Gurgaon	Haryana	No	N2
122211	Gurgaon	Haryana	No	N2
122213	Gurgaon	Haryana	No	N2
122214	Gurgaon	Haryana	No	N2
122215	Gurgaon	Haryana	No	N2
122216	Gurgaon	Haryana	No	N2
122217	Gurgaon	Haryana	No	N2
122218	Gurgaon	Haryana	No	N2
122219	Gurgaon	Haryana	No	N2
122220	Gurgaon	Haryana	No	N2
122223	Gurgaon	Haryana	No	N2
122224	Gurgaon	Haryana	No	N2
122225	Gurgaon	Haryana	No	N2
122226	Gurgaon	Haryana	No	N2
122227	Gurgaon	Haryana	No	N2
122228	Gurgaon	Haryana	No	N2
122229	Gurgaon	Haryana	No	N2
122230	Gurgaon	Haryana	No	N2
122231	Gurgaon	Haryana	No	N2
122232	Gurgaon	Haryana	No	N2
122233	Gurgaon	Haryana	No	N2
122234	Gurgaon	Haryana	No	N2
122413	Gurgaon	Haryana	No	N2
122414	Gurgaon	Haryana	No	N2
122502	Rewari	Haryana	No	N2
122503	Gurgaon	Haryana	No	N2
122504	Gurgaon	Haryana	No	N2
122505	Bilaspur-HR	Haryana	No	N2
122508	Hodal	Haryana	ODA	N2
123001	Narnaul	Haryana	ODA	N2
123003	Gurgaon	Haryana	No	N2
123021	Narnaul	Haryana	ODA	N2
123023	Narnaul	Haryana	ODA	N2
123024	Loharu	Haryana	No	N2
123027	Mahendragarh-HR	Haryana	No	N2
123028	Narnaul	Haryana	ODA	N2
123029	Mahendragarh-HR	Haryana	ODA	N2
123031	Mahendragarh-HR	Haryana	ODA	N2
123034	Mahendragarh-HR	Haryana	No	N2
123035	Rewari	Haryana	ODA	N2
123101	Rewari	Haryana	No	N2
123102	Rewari	Haryana	No	N2
123103	Rewari	Haryana	No	N2
123106	Gurgaon	Haryana	ODA	N2
123110	Gurgaon	Haryana	No	N2
123301	Rewari	Haryana	No	N2
123302	Rewari	Haryana	No	N2
123303	Rewari	Haryana	No	N2
123305	Rewari	Haryana	No	N2
123401	Gurgaon	Haryana	No	N2
123411	Rewari	Haryana	No	N2
123412	Rewari	Haryana	No	N2
123413	Gurgaon	Haryana	No	N2
123414	Rewari	Haryana	No	N2
123501	Gurgaon	Haryana	No	N2
123502	Rewari	Haryana	No	N2
123503	Gurgaon	Haryana	No	N2
123504	Gurgaon	Haryana	No	N2
123505	Bilaspur-HR	Haryana	No	N2
123506	Gurgaon	Haryana	No	N2
123507	Gurgaon	Haryana	No	N2
124001	Rohtak	Haryana	No	N2
124010	Rohtak	Haryana	No	N2
124021	Rohtak	Haryana	No	N2
124022	Meham	Haryana	No	N2
124101	Jhajjar	Haryana	ODA	N2
124102	Jhajjar	Haryana	ODA	N2
124103	Jhajjar	Haryana	ODA	N2
124104	Jhajjar	Haryana	ODA	N2
124105	Bilaspur-HR	Haryana	No	N2
124106	Charkhi Dadri	Haryana	No	N2
124107	Jhajjar	Haryana	ODA	N2
124108	Gurgaon	Haryana	No	N2
124109	Jhajjar	Haryana	ODA	N2
124111	Meham	Haryana	No	N2
124112	Meham	Haryana	No	N2
124113	Rohtak	Haryana	No	N2
124127	Meham	Haryana	No	N2
124139	Jhajjar	Haryana	No	N2
124141	Charkhi Dadri	Haryana	No	N2
124142	Charkhi Dadri	Haryana	No	N2
124146	Rewari	Haryana	No	N2
124201	Jhajjar	Haryana	ODA	N2
124202	Jhajjar	Haryana	ODA	N2
124203	Jhajjar	Haryana	ODA	N2
124303	Rohtak	Haryana	No	N2
124401	Rohtak	Haryana	No	N2
124404	Sonipat	Haryana	No	N2
124406	Rohtak	Haryana	No	N2
124411	Rohtak	Haryana	No	N2
124412	Rohtak	Haryana	No	N2
124416	Rohtak	Haryana	No	N2
124501	Delhi	Haryana	No	N2
124504	Jhajjar	Haryana	ODA	N2
124505	Delhi	Haryana	No	N2
124506	Delhi	Haryana	No	N2
124507	Delhi	Haryana	No	N2
124508	Delhi	Haryana	ODA	N2
124513	Meham	Haryana	No	N2
124514	Meham	Haryana	No	N2
124517	Sonipat	Haryana	No	N2
125001	Hisar	Haryana	ODA	N2
125002	Hisar	Haryana	No	N2
125003	Hisar	Haryana	No	N2
125004	Hisar	Haryana	No	N2
125005	Hisar	Haryana	No	N2
125006	Hisar	Haryana	No	N2
125007	Hisar	Haryana	No	N2
125011	Hisar	Haryana	No	N2
125021	Bhiwani	Haryana	ODA	N2
125033	Hansi	Haryana	No	N2
125037	Hansi	Haryana	No	N2
125038	Jind	Haryana	ODA	N2
125039	Jind	Haryana	ODA	N2
125042	Meham	Haryana	No	N2
125044	Hisar	Haryana	ODA	N2
125047	Hisar	Haryana	No	N2
125048	Fatehabad	Haryana	No	N2
125049	Hansi	Haryana	No	N2
125050	Fatehabad	Haryana	ODA	N2
125051	Ratia	Haryana	No	N2
125052	Hisar	Haryana	No	N2
125053	Fatehabad	Haryana	No	N2
125054	Sirsa	Haryana	No	N2
125055	Sirsa	Haryana	ODA	N2
125056	Sirsa	Haryana	ODA	N2
125058	Fatehabad	Haryana	No	N2
125060	Sirsa	Haryana	ODA	N2
125075	Ellenabad	Haryana	No	N2
125076	Sirsa	Haryana	ODA	N2
125077	Odhan	Haryana	No	N2
125078	Odhan	Haryana	No	N2
125101	Sangaria	Haryana	No	N2
125102	Ellenabad	Haryana	ODA	N2
125103	Odhan	Haryana	No	N2
125103	Odhan	Haryana	No	N2
125104	Mandi Dabwali	Haryana	ODA	N2
125106	Ratia	Haryana	ODA	N2
125110	Sirsa	Haryana	ODA	N2
125111	Fatehabad	Haryana	No	N2
125112	Fatehabad	Haryana	No	N2
125113	Fatehabad	Haryana	No	N2
125120	Fatehabad	Haryana	ODA	N2
125121	Barwala	Haryana	ODA	N2
125122	Fatehabad	Haryana	No	N2
125133	Ratia	Haryana	ODA	N2
125201	Odhan	Haryana	ODA	N2
126101	Meham	Haryana	No	N2
126102	Jind	Haryana	ODA	N2
126110	Jind	Haryana	ODA	N2
126111	Assandh	Haryana	No	N2
126112	Safidon	Haryana	No	N2
126113	Jind	Haryana	ODA	N2
126114	Jind	Haryana	ODA	N2
126115	Jind	Haryana	ODA	N2
126116	Jind	Haryana	No	N2
126125	Jind	Haryana	ODA	N2
126152	Jind	Haryana	No	N2
127020	Bhiwani	Haryana	No	N2
127021	Bhiwani	Haryana	ODA	N2
127022	Charkhi Dadri	Haryana	ODA	N2
127025	Charkhi Dadri	Haryana	ODA	N2
127026	Charkhi Dadri	Haryana	No	N2
127027	Meham	Haryana	ODA	N2
127028	Bahal	Haryana	No	N2
127029	Bahal	Haryana	No	N2
127030	Loharu	Haryana	No	N2
127031	Bhiwani	Haryana	ODA	N2
127032	Bhiwani	Haryana	ODA	N2
127035	Hansi	Haryana	No	N2
127040	Siwani	Haryana	ODA	N2
127041	Meham	Haryana	No	N2
127042	Charkhi Dadri	Haryana	No	N2
127043	Siwani	Haryana	No	N2
127045	Siwani	Haryana	No	N2
127046	Siwani	Haryana	No	N2
127110	Charkhi Dadri	Haryana	No	N2
127111	Bhiwani	Haryana	ODA	N2
127114	Bhiwani	Haryana	ODA	N2
127201	Loharu	Haryana	No	N2
127306	Charkhi Dadri	Haryana	No	N2
127307	Charkhi Dadri	Haryana	No	N2
127308	Loharu	Haryana	No	N2
127309	Bhiwani	Haryana	ODA	N2
127310	Charkhi Dadri	Haryana	No	N2
127311	Bhiwani	Haryana	ODA	N2
127312	Charkhi Dadri	Haryana	No	N2
131001	Sonipat	Haryana	No	N2
131002	Sonipat	Haryana	No	N2
131021	Sonipat	Haryana	No	N2
131022	Sonipat	Haryana	No	N2
131023	Sonipat	Haryana	No	N2
131024	Sonipat	Haryana	No	N2
131027	Sonipat	Haryana	No	N2
131028	Sonipat	Haryana	No	N2
131029	Sonipat	Haryana	No	N2
131030	Sonipat	Haryana	ODA	N2
131039	Sonipat	Haryana	No	N2
131040	Sonipat	Haryana	No	N2
131101	Panipat	Haryana	No	N2
131102	Samalkha	Haryana	ODA	N2
131103	Sonipat	Haryana	No	N2
131301	Gohana	Haryana	ODA	N2
131302	Gohana	Haryana	No	N2
131303	Gohana	Haryana	No	N2
131304	Gohana	Haryana	No	N2
131305	Gohana	Haryana	No	N2
131306	Gohana	Haryana	No	N2
131310	Gohana	Haryana	No	N2
131402	Sonipat	Haryana	No	N2
131403	Sonipat	Haryana	No	N2
131407	Sonipat	Haryana	No	N2
131408	Sonipat	Haryana	No	N2
131409	Sonipat	Haryana	No	N2
132001	Karnal	Haryana	No	N2
132022	Karnal	Haryana	No	N2
132023	Karnal	Haryana	No	N2
132024	Karnal	Haryana	No	N2
132025	Assandh	Haryana	No	N2
132026	Kaithal	Haryana	No	N2
132036	Karnal	Haryana	No	N2
132037	Karnal	Haryana	No	N2
132039	Assandh	Haryana	No	N2
132040	Panipat	Haryana	No	N2
132041	Karnal	Haryana	No	N2
132046	Assandh	Haryana	No	N2
132054	Kurukshetra	Haryana	No	N2
132101	Samalkha	Haryana	ODA	N2
132102	Samalkha	Haryana	ODA	N2
132103	Panipat	Haryana	ODA	N2
132104	Panipat	Haryana	No	N2
132105	Panipat	Haryana	ODA	N2
132106	Panipat	Haryana	ODA	N2
132107	Safidon	Haryana	No	N2
132108	Panipat	Haryana	ODA	N2
132110	Panipat	Haryana	ODA	N2
132113	Safidon	Haryana	ODA	N2
132114	Karnal	Haryana	No	N2
132115	Samalkha	Haryana	No	N2
132116	Karnal	Haryana	No	N2
132117	Karnal	Haryana	No	N2
132118	Kurukshetra	Haryana	No	N2
132122	Samalkha	Haryana	No	N2
132123	Karnal	Haryana	ODA	N2
132140	Panipat	Haryana	ODA	N2
132145	Panipat	Haryana	ODA	N2
132151	Panipat	Haryana	ODA	N2
132157	Karnal	Haryana	No	N2
133001	Rajpura	Haryana	No	N2
133002	Rajpura	Haryana	No	N2
133003	Rajpura	Haryana	ODA	N2
133004	Rajpura	Haryana	No	N2
133005	Rajpura	Haryana	No	N2
133006	Rajpura	Haryana	No	N2
133007	Rajpura	Haryana	No	N2
133008	Rajpura	Haryana	ODA	N2
133010	Rajpura	Haryana	ODA	N2
133021	Rajpura	Haryana	No	N2
133101	Rajpura	Haryana	No	N2
133102	Rajpura	Haryana	No	N2
133103	Yamuna Nagar	Haryana	No	N2
133104	Rajpura	Haryana	No	N2
133105	Yamuna Nagar	Haryana	No	N2
133201	Ambala	Haryana	ODA	N2
133202	Ambala	Haryana	No	N2
133203	Ambala	Haryana	ODA	N2
133204	Yamuna Nagar	Haryana	No	N2
133205	Ambala	Haryana	ODA	N2
133206	Yamuna Nagar	Haryana	No	N2
133207	Ambala	Haryana	No	N2
133301	Pinjore	Haryana	ODA	N2
133302	Pinjore	Haryana	ODA	N2
134001	Ambala	Haryana	No	N2
134002	Rajpura	Haryana	No	N2
134003	Rajpura	Haryana	No	N2
134005	Rajpura	Haryana	No	N2
134007	Rajpura	Haryana	No	N2
134008	Rajpura	Haryana	ODA	N2
134011	Rajpura	Haryana	No	N2
134012	Ambala	Haryana	No	N2
134101	Pinjore	Chandigarh	No	N1
134102	Pinjore	Haryana	ODA	N2
134103	Chandigarh	Chandigarh	No	N1
134104	Pinjore	Haryana	ODA	N2
134105	Pinjore	Haryana	ODA	N2
134107	Chandigarh	Chandigarh	No	N1
134108	Chandigarh	Chandigarh	No	N1
134109	Chandigarh	Chandigarh	No	N1
134110	Chandigarh	Chandigarh	No	N1
134111	Chandigarh	Chandigarh	No	N1
134112	Chandigarh	Chandigarh	No	N1
134113	Chandigarh	Chandigarh	No	N1
134114	Chandigarh	Chandigarh	No	N1
134115	Chandigarh	Chandigarh	No	N1
134116	Chandigarh	Chandigarh	No	N1
134117	Chandigarh	Chandigarh	No	N1
134118	Chandigarh	Chandigarh	No	N1
134119	Chandigarh	Chandigarh	No	N1
134151	Chandigarh	Chandigarh	No	N1
134152	Chandigarh	Chandigarh	No	N1
134201	Rajpura	Haryana	No	N2
134202	Naraingarh	Haryana	No	N2
134203	Naraingarh	Haryana	No	N2
134204	Chandigarh	Haryana	No	N2
134205	Naraingarh	Haryana	No	N2
135001	Yamuna Nagar	Haryana	No	N2
135002	Yamuna Nagar	Haryana	No	N2
135003	Yamuna Nagar	Haryana	No	N2
135004	Yamuna Nagar	Haryana	No	N2
135021	Yamuna Nagar	Haryana	ODA	N2
135101	Yamuna Nagar	Haryana	No	N2
135102	Yamuna Nagar	Haryana	No	N2
135103	Yamuna Nagar	Haryana	No	N2
135105	Yamuna Nagar	Haryana	No	N2
135106	Yamuna Nagar	Haryana	ODA	N2
135133	Kurukshetra	Haryana	ODA	N2
136020	Kaithal	Haryana	No	N2
136021	Kaithal	Haryana	No	N2
136026	Kaithal	Haryana	No	N2
136027	Kaithal	Haryana	ODA	N2
136030	Kaithal	Haryana	No	N2
136033	Kaithal	Haryana	No	N2
136034	Pehowa	Haryana	No	N2
136035	Pehowa	Haryana	No	N2
136038	Kurukshetra	Haryana	No	N2
136042	Kaithal	Haryana	No	N2
136043	Kaithal	Haryana	No	N2
136044	Assandh	Haryana	No	N2
136117	Kaithal	Haryana	No	N2
136118	Kurukshetra	Haryana	No	N2
136119	Kurukshetra	Haryana	No	N2
136128	Pehowa	Haryana	ODA	N2
136129	Pehowa	Haryana	No	N2
136130	Pehowa	Haryana	No	N2
136131	Kurukshetra	Haryana	No	N2
136132	Kurukshetra	Haryana	No	N2
136134	Ambala	Haryana	No	N2
136135	Rajpura	Haryana	No	N2
136136	Pehowa	Haryana	No	N2
136156	Kurukshetra	Haryana	No	N2
140001	Rupnagar	Punjab	No	N2
140063	Mohali	Punjab	No	N2
140101	Mohali	Chandigarh	No	N1
140102	Rupnagar	Punjab	No	N2
140103	Mohali	Chandigarh	No	N1
140104	Mohali	Punjab	ODA	N2
140105	Chandigarh	Punjab	No	N2
140108	Rupnagar	Punjab	No	N2
140109	Mohali	Chandigarh	No	N1
140110	Mohali	Chandigarh	No	N1
140111	Rupnagar	Punjab	No	N2
140112	Rupnagar	Punjab	No	N2
140113	Rupnagar	Punjab	No	N2
140114	Anandpur Sahib	Punjab	ODA	N2
140115	Anandpur Sahib	Punjab	ODA	N2
140116	Anandpur Sahib	Punjab	ODA	N2
140117	Anandpur Sahib	Punjab	ODA	N2
140118	Anandpur Sahib	Punjab	ODA	N2
140119	Rupnagar	Chandigarh	ODA	N1
140123	Anandpur Sahib	Punjab	ODA	N2
140124	Anandpur Sahib	Punjab	ODA	N2
140125	Anandpur Sahib	Punjab	ODA	N2
140126	Anandpur Sahib	Punjab	ODA	N2
140127	Anandpur Sahib	Punjab	No	N2
140128	Anandpur Sahib	Chandigarh	No	N1
140133	Anandpur Sahib	Punjab	ODA	N2
140201	Chandigarh	Punjab	No	N2
140203	Mohali	Punjab	ODA	N2
140301	Mohali	Chandigarh	No	N1
140306	Mohali	Chandigarh	No	N1
140307	Mohali	Chandigarh	No	N1
140308	Mohali	Chandigarh	No	N1
140401	Rajpura	Punjab	No	N2
140402	Rajpura	Punjab	ODA	N2
140405	Sirhind-Fategarh	Punjab	ODA	N2
140406	Sirhind-Fategarh	Punjab	ODA	N2
140407	Sirhind-Fategarh	Punjab	ODA	N2
140408	Sirhind-Fategarh	Punjab	No	N2
140412	Sirhind-Fategarh	Punjab	ODA	N2
140413	Mohali	Chandigarh	No	N1
140417	Rajpura	Punjab	No	N2
140501	Rajpura	Punjab	No	N2
140502	Chandigarh	Punjab	ODA	N2
140506	Rajpura	Punjab	No	N2
140507	Rajpura	Punjab	No	N2
140601	Rajpura	Punjab	No	N2
140602	Rajpura	Punjab	No	N2
140603	Mohali	Punjab	No	N2
140604	Chandigarh	Punjab	No	N2
140701	Rajpura	Punjab	No	N2
140702	Rajpura	Punjab	No	N2
140802	Sirhind-Fategarh	Punjab	ODA	N2
140901	Mohali	Chandigarh	No	N1
141000	Ludhiana	Punjab	No	N2
141001	Ludhiana	Punjab	No	N2
141002	Ludhiana	Punjab	No	N2
141003	Ludhiana	Punjab	No	N2
141004	Ludhiana	Punjab	No	N2
141005	Ludhiana	Punjab	No	N2
141006	Ludhiana	Punjab	No	N2
141007	Ludhiana	Punjab	No	N2
141008	Ludhiana	Punjab	No	N2
141009	Ludhiana	Punjab	No	N2
141010	Ludhiana	Punjab	No	N2
141011	Ludhiana	Punjab	No	N2
141012	Ludhiana	Punjab	No	N2
141013	Ludhiana	Punjab	No	N2
141014	Ludhiana	Punjab	No	N2
141015	Ludhiana	Punjab	No	N2
141016	Ludhiana	Punjab	No	N2
141017	Ludhiana	Punjab	No	N2
141020	Ludhiana	Punjab	No	N2
141021	Ludhiana	Punjab	ODA	N2
141027	Ludhiana	Punjab	ODA	N2
141033	Ludhiana	Punjab	ODA	N2
141101	Jagraon	Punjab	No	N2
141102	Ludhiana	Punjab	No	N2
141103	Raikot	Punjab	No	N2
141104	Raikot	Punjab	ODA	N2
141105	Raikot	Punjab	ODA	N2
141106	Raikot	Punjab	ODA	N2
141107	Raikot	Punjab	ODA	N2
141108	Raikot	Punjab	ODA	N2
141109	Raikot	Punjab	ODA	N2
141110	Ludhiana	Punjab	No	N2
141111	Ludhiana	Punjab	No	N2
141112	Ludhiana	Punjab	No	N2
141113	Ludhiana	Punjab	ODA	N2
141114	Ludhiana	Punjab	No	N2
141115	Machhiwara	Punjab	No	N2
141116	Ludhiana	Punjab	No	N2
141117	Ludhiana	Punjab	ODA	N2
141118	Ludhiana	Punjab	ODA	N2
141119	Malerkotla	Punjab	No	N2
141120	Ludhiana	Punjab	No	N2
141121	Machhiwara	Punjab	No	N2
141122	Ludhiana	Punjab	No	N2
141123	Ludhiana	Punjab	No	N2
141124	Ludhiana	Punjab	ODA	N2
141125	Machhiwara	Punjab	No	N2
141126	Ludhiana	Punjab	No	N2
141127	Ludhiana	Punjab	ODA	N2
141201	Ludhiana	Punjab	No	N2
141202	Raikot	Punjab	ODA	N2
141203	Raikot	Punjab	No	N2
141204	Ludhiana	Punjab	No	N2
141205	Raikot	Punjab	ODA	N2
141206	Ludhiana	Punjab	No	N2
141301	Amritsar	Punjab	No	N2
141304	Phagwara	Punjab	No	N2
141305	Amritsar	Punjab	ODA	N2
141307	Jalandhar	Punjab	ODA	N2
141308	Jalandhar	Punjab	ODA	N2
141309	Jalandhar	Punjab	No	N2
141315	Jalandhar	Punjab	ODA	N2
141316	Jalandhar	Punjab	ODA	N2
141401	Ludhiana	Punjab	No	N2
141402	Ludhiana	Punjab	No	N2
141411	Mandi Gobindgarh	Punjab	ODA	N2
141412	Ludhiana	Punjab	No	N2
141413	Khanna	Punjab	No	N2
141414	Khanna	Punjab	No	N2
141415	Khanna	Punjab	No	N2
141416	Ludhiana	Punjab	No	N2
141417	Ludhiana	Punjab	No	N2
141418	Ludhiana	Punjab	ODA	N2
141419	Ludhiana	Punjab	No	N2
141421	Ludhiana	Punjab	No	N2
141422	Raikot	Punjab	ODA	N2
141801	Mandi Gobindgarh	Punjab	ODA	N2
142001	Moga	Punjab	No	N2
142002	Moga	Punjab	No	N2
142003	Moga	Punjab	ODA	N2
142011	Moga	Punjab	No	N2
142021	Ludhiana	Punjab	No	N2
142022	Ludhiana	Punjab	No	N2
142023	Jagraon	Punjab	No	N2
142024	Jagraon	Punjab	No	N2
142025	Jagraon	Punjab	ODA	N2
142026	Jagraon	Punjab	No	N2
142027	Ludhiana	Punjab	No	N2
142028	Moga	Punjab	No	N2
142029	Ludhiana	Punjab	No	N2
142030	Jagraon	Punjab	No	N2
142031	Jagraon	Punjab	No	N2
142032	Raikot	Punjab	ODA	N2
142033	Jagraon	Punjab	No	N2
142034	Raikot	Punjab	ODA	N2
