Pincode,City,State,is_oda,Zone
501509,Yacharam,Andhra Pradesh,ODA,South2
802209,Piro,Bihar,ODA,East2
722182,Bankura,West Bengal,ODA,
801304,Hilsa,Bihar,No,East2
831020,Jamshedpur,Jharkhand,ODA,East2
122503,Gurgaon,Haryana,No,North1
443302,Lonar,Maharashtra,No,Mah2
766021,Bhawanipatna,Odisha,ODA,East2
641687,Tirupur,Tamil Nadu,ODA,South2
364250,Sihor,Gujarat,ODA,Guj2
752069,Nayagarh,Odisha,ODA,East2
209206,Ghatampur,Uttar Pradesh,No,North2
503001,Nizamabad,Telangana,No,
575020,Mangalore,Karnataka,No,
614710,Thiruthuraipoondi,Tamil Nadu,ODA,South2
508247,Nalgonda,Telangana,No,
413624,Osmanabad,Maharashtra,ODA,Mah2
233227,Ghazipur,Uttar Pradesh,No,North2
362225,Keshod,Gujarat,ODA,Guj2
394530,Kadodara,Gujarat,No,Guj2
711314,Bagnan,West Bengal,ODA,
441914,Ramtek,Maharashtra,No,Mah2
603105,Thiruporur,Tamil Nadu,No,South2
688005,Alappuzha,Kerala,No,Kerala
535001,Vizianagaram,Andhra Pradesh,ODA,South2
144622,Begowal,Punjab,No,North2
497224,Kusmi,Chhattisgarh,No,Central2
533252,Razole,Andhra Pradesh,ODA,South2
210209,Shankargarh,Uttar Pradesh,No,North2
515402,Gooty,Andhra Pradesh,ODA,South2
826004,Dhanbad,Jharkhand,No,East2
621010,Thuraiyur,Tamil Nadu,ODA,South2
341522,Phulera,Rajasthan,ODA,North2
464881,Begumganj,Madhya Pradesh,No,Central2
515865,Rayadurgam,Andhra Pradesh,ODA,South2
276128,Azamgarh,Uttar Pradesh,ODA,North2
534186,Bhimavaram,Andhra Pradesh,No,South2
306306,Sojat,Rajasthan,ODA,North2
412410,Alephata,Maharashtra,ODA,Mah2
638466,Mettupalayam,Tamil Nadu,ODA,South2
413708,Kopargaon,Maharashtra,No,Mah2
845432,Motihari,Bihar,ODA,East2
461111,Itarsi,Madhya Pradesh,No,Central2
533253,Razole,Andhra Pradesh,ODA,South2
322021,Sawai Madhopur,Rajasthan,No,North2
636404,Mettur,Tamil Nadu,ODA,South2
638512,Erode,Tamil Nadu,ODA,South2
805122,Sirdala,Bihar,No,East2
301405,Khairthal,Rajasthan,ODA,North2
585211,Chittapur,Karnataka,No,
734007,Siliguri,West Bengal,No,
741248,Ranaghat,West Bengal,No,
332407,Sikar,Rajasthan,ODA,North2
443104,Jamner,Maharashtra,ODA,Mah2
322022,Sawai Madhopur,Rajasthan,ODA,North2
712135,Balagarh,West Bengal,ODA,
713324,Rupnarayanpur,West Bengal,No,
713365,Rupnarayanpur,West Bengal,ODA,
733143,Itahar,West Bengal,ODA,
733127,Gangarampur,West Bengal,ODA,
243633,Budaun,Uttar Pradesh,ODA,North2
321403,Rupbas,Rajasthan,No,North2
305815,Kishangarh,Rajasthan,ODA,North2
834003,Ranchi,Jharkhand,No,East2
262310,Tanakpur,Uttarakhand,ODA,North2
248198,Herbertpur,Uttarakhand,No,North2
690572,Tiruvalla,Kerala,ODA,Kerala
784146,Mangaldoi,Assam,ODA,NE
323614,Lakheri,Rajasthan,No,North2
431211,Partur,Maharashtra,ODA,Mah2
713165,Manteswar,West Bengal,ODA,
423108,Malegaon,Maharashtra,ODA,Mah2
621313,Tiruchi,Tamil Nadu,No,South2
470228,Rehli,Madhya Pradesh,No,Central2
768036,Padampur,Odisha,ODA,East2
175003,Mandi,Himachal Pradesh,No,
175018,Mandi,Himachal Pradesh,ODA,
756020,Balasore,Odisha,No,East2
742166,Baharampur,West Bengal,ODA,
743603,Dakshin Barasat,West Bengal,No,
151508,Mansa,Punjab,No,North2
713357,Rupnarayanpur,West Bengal,ODA,
781314,Barpeta,Assam,No,NE
431811,Kinwat,Maharashtra,ODA,Mah2
626109,Virudhunagar,Tamil Nadu,ODA,South2
756169,Bhadrak,Odisha,ODA,East2
781308,Barpeta,Assam,ODA,NE
306104,Sojat,Rajasthan,ODA,North2
430007,Aurangabad,Maharashtra,ODA,Mah2
401505,Palghar,Maharashtra,ODA,Mah1
431107,Paithan,Maharashtra,ODA,Mah2
370675,Nakhatrana,Gujarat,No,Guj2
441502,Nagpur,Maharashtra,ODA,Mah2
520004,Vijayawada,Andhra Pradesh,No,South2
713335,Rupnarayanpur,West Bengal,ODA,
828101,Dhanbad,Jharkhand,No,East2
415505,Vaduj,Maharashtra,ODA,Mah2
629501,Nagercoil,Tamil Nadu,No,South2
733158,Gangarampur,West Bengal,ODA,
743262,Bongaon,West Bengal,ODA,
142048,Moga,Punjab,No,North2
638703,Palladam,Tamil Nadu,ODA,South2
480106,Sausar,Madhya Pradesh,ODA,Central2
824237,Sherghati,Bihar,No,East2
201003,Ghaziabad,Uttar Pradesh,No,North1
176111,Sujanpur,Himachal Pradesh,ODA,
394660,Songadh,Gujarat,ODA,Guj2
627128,Nagercoil,Tamil Nadu,ODA,South2
415301,Atapadi,Maharashtra,ODA,Mah2
516501,Badvel,Andhra Pradesh,ODA,South2
781032,Guwahati,Assam,No,NE
521102,Vijayawada,Andhra Pradesh,No,South2
517590,Puttur-AP,Andhra Pradesh,ODA,South2
852138,Supaul,Bihar,No,East2
140408,Sirhind-Fategarh,Punjab,No,North2
160038,Mohali,Chandigarh,No,
534475,Eluru,Andhra Pradesh,No,South2
560032,Bangalore,Karnataka,No,South1
396055,Valsad,Gujarat,ODA,Guj2
577211,Shimoga,Karnataka,No,
847103,Benipur,Bihar,ODA,East2
629305,Nagercoil,Tamil Nadu,No,South2
811310,Lakhisarai,Bihar,No,East2
464337,Khurai,Madhya Pradesh,ODA,Central2
174034,Bilaspur-HP,Himachal Pradesh,No,
312901,Chittaurgarh,Rajasthan,ODA,North2
574225,Mangalore,Karnataka,ODA,
768106,Rairakhol,Odisha,No,East2
690533,Tiruvalla,Kerala,ODA,Kerala
160054,Mohali,Chandigarh,No,
466112,Sehore,Madhya Pradesh,ODA,Central2
560077,Bangalore,Karnataka,No,South1
574102,Karkala,Karnataka,ODA,
516155,Badvel,Andhra Pradesh,ODA,South2
635807,Ambur,Tamil Nadu,No,South2
682320,Aluva,Kerala,ODA,Kerala
781016,Guwahati,Assam,No,NE
781008,Guwahati,Assam,No,NE
571602,Krishnarajngr,Karnataka,No,
638673,Dharapuram,Tamil Nadu,ODA,South2
382004,Ahmedabad,Gujarat,ODA,Guj1
502325,Hyderabad,Telangana,No,South1
535280,Vizianagaram,Andhra Pradesh,ODA,South2
583134,Kotturu,Karnataka,ODA,
395650,Songadh,Gujarat,ODA,Guj2
394655,Songadh,Gujarat,No,Guj2
641009,Coimbatore,Tamil Nadu,No,South2
831008,Jamshedpur,Jharkhand,No,East2
203135,Jewar,Uttar Pradesh,ODA,North2
522261,Tenali,Andhra Pradesh,No,South2
224157,Ayodhya,Uttar Pradesh,ODA,North2
761210,Paralakhemundi,Odisha,ODA,East2
731125,Dubrajpur,West Bengal,ODA,
450119,Mundi,Madhya Pradesh,ODA,Central2
335801,Pilibanga,Rajasthan,No,North2
560114,Bangalore,Karnataka,No,South1
781005,Guwahati,Assam,No,NE
323603,Lakheri,Rajasthan,No,North2
431506,Selu,Maharashtra,ODA,Mah2
502220,Zahirabad,Telangana,ODA,
721427,Contai,West Bengal,ODA,
501506,Ibrahimpatnam,Andhra Pradesh,ODA,South2
630001,Karaikudi,Tamil Nadu,No,South2
415306,Atapadi,Maharashtra,ODA,Mah2
523316,Markapur,Andhra Pradesh,ODA,South2
581143,Ranebennur,Karnataka,ODA,
629303,Nagercoil,Tamil Nadu,No,South2
301708,Neemrana,Rajasthan,ODA,North2
412805,Wai,Maharashtra,No,Mah2
713419,Panagarh,West Bengal,ODA,
176301,Dalhousie,Himachal Pradesh,ODA,
629201,Nagercoil,Tamil Nadu,No,South2
635751,Ambur,Tamil Nadu,ODA,South2
690570,Tiruvalla,Kerala,ODA,Kerala
845435,Motihari,Bihar,No,East2
250611,Baraut,Uttar Pradesh,ODA,North2
516321,Vempalli,Andhra Pradesh,ODA,South2
563161,Srinivaspur,Karnataka,ODA,
679337,Sankaramangalam,Kerala,ODA,Kerala
273404,Sikriganj,Uttar Pradesh,ODA,North2
485774,Maihar,Madhya Pradesh,ODA,Central2
799203,Teliamura,Tripura,ODA,NE
761115,Asika,Odisha,ODA,East2
231210,Robertsganj,Uttar Pradesh,No,North2
690559,Tiruvalla,Kerala,ODA,Kerala
825405,Chouparan,Jharkhand,No,East2
134110,Chandigarh,Chandigarh,No,
678020,Palakkad,Kerala,No,Kerala
755009,Chandipur,Odisha,ODA,East2
247771,Baraut,Uttar Pradesh,No,North2
585225,Chittapur,Karnataka,ODA,
855117,Thakurganj,Bihar,ODA,East2
828125,Dhanbad,Jharkhand,No,East2
574219,Bantwal,Karnataka,ODA,
333504,Buhana,Rajasthan,No,North2
414111,Ahmednagar,Maharashtra,No,Mah2
768218,Brajrajnagar,Odisha,ODA,East2
301019,Gurgaon,Rajasthan,ODA,North1
575009,Mangalore,Karnataka,No,
690101,Tiruvalla,Kerala,ODA,Kerala
743235,Bongaon,West Bengal,ODA,
761114,Asika,Odisha,ODA,East2
845315,Motihari,Bihar,ODA,East2
756140,Bhadrak,Odisha,No,East2
503188,Bodhan,Telangana,ODA,
734012,Siliguri,West Bengal,No,
306103,Sojat,Rajasthan,ODA,North2
276138,Jiyanpur,Uttar Pradesh,No,North2
534342,Kovvur,Andhra Pradesh,No,South2
641607,Tirupur,Tamil Nadu,No,South2
636102,Attur,Tamil Nadu,ODA,South2
641037,Coimbatore,Tamil Nadu,No,South2
480338,Pandhurna,Madhya Pradesh,ODA,Central2
575026,Mangalore,Karnataka,ODA,
722177,Bankura,West Bengal,ODA,
575015,Mangalore,Karnataka,No,
641659,Coimbatore,Tamil Nadu,No,South2
621014,Thuraiyur,Tamil Nadu,ODA,South2
690110,Tiruvalla,Kerala,ODA,Kerala
641045,Coimbatore,Tamil Nadu,No,South2
641602,Tirupur,Tamil Nadu,No,South2
768211,Brajrajnagar,Odisha,ODA,East2
341013,Nagaur,Rajasthan,ODA,North2
263645,Ranikhet,Uttarakhand,ODA,North2
507211,Yellandu,Telangana,ODA,
362250,Keshod,Gujarat,ODA,Guj2
136129,Pehowa,Haryana,No,North2
761116,Asika,Odisha,No,East2
412306,Nira,Maharashtra,No,Mah2
752113,Nimapara,Odisha,ODA,East2
802207,Piro,Bihar,No,East2
743252,Joypul,West Bengal,ODA,
802205,Piro,Bihar,ODA,East2
143534,Dinanagar,Punjab,No,North2
670741,Kannur,Kerala,No,Kerala
122106,Gurgaon,Haryana,No,North1
301418,Bhiwadi,Rajasthan,ODA,North2
641406,Coimbatore,Tamil Nadu,No,South2
518006,Kurnool,Andhra Pradesh,No,South2
641202,Pollachi,Tamil Nadu,ODA,South2
575021,Mangalore,Karnataka,ODA,
628309,Kovilpatti,Tamil Nadu,ODA,South2
225416,Haidargarh,Uttar Pradesh,ODA,North2
741502,Krishnanagar,West Bengal,ODA,
123413,Gurgaon,Haryana,No,North1
132113,Safidon,Haryana,ODA,North2
641041,Coimbatore,Tamil Nadu,No,South2
832109,Jamshedpur,Jharkhand,No,East2
535214,Vizianagaram,Andhra Pradesh,ODA,South2
414004,Ahmednagar,Maharashtra,No,Mah2
517592,Puttur-AP,Andhra Pradesh,ODA,South2
560007,Bangalore,Karnataka,No,South1
630104,Karaikudi,Tamil Nadu,No,South2
134101,Pinjore,Chandigarh,No,
160008,Chandigarh,Chandigarh,No,
534432,Eluru,Andhra Pradesh,No,South2
574114,Karkala,Karnataka,ODA,
841440,Gopalganj,Bihar,ODA,East2
262124,Pilibhit,Uttar Pradesh,ODA,North2
623111,Karaikudi,Tamil Nadu,ODA,South2
847201,Benipur,Bihar,ODA,East2
182121,Udhampur,Jammu and Kashmir,ODA,
229216,Lalganj,Uttar Pradesh,ODA,North2
250625,Baraut,Uttar Pradesh,ODA,North2
160055,Mohali,Chandigarh,No,
224159,Jalalpur,Uttar Pradesh,ODA,North2
303107,Paota,Rajasthan,No,North2
577227,Shimoga,Karnataka,No,
515812,Uravakonda,Andhra Pradesh,ODA,South2
721102,Midnapore,West Bengal,ODA,
160042,Chandigarh,Chandigarh,No,
472442,Prithvipur,Madhya Pradesh,ODA,Central2
281003,Mathura,Uttar Pradesh,No,North2
522264,Repalle,Andhra Pradesh,ODA,South2
629851,Nagercoil,Tamil Nadu,No,South2
301417,Bhiwadi,Rajasthan,ODA,North2
414601,Ahmednagar,Maharashtra,No,Mah2
509152,Kurnool,Andhra Pradesh,No,South2
603113,Sriperumbudur,Tamil Nadu,ODA,South2
641042,Coimbatore,Tamil Nadu,No,South2
560082,Bangalore,Karnataka,No,South1
641401,Coimbatore,Tamil Nadu,No,South2
641603,Tirupur,Tamil Nadu,No,South2
246172,Gumkhal,Uttarakhand,ODA,North2
307510,Abu Road,Rajasthan,ODA,North2
335064,Hanumangarh,Rajasthan,No,North2
636107,Attur,Tamil Nadu,ODA,South2
641601,Tirupur,Tamil Nadu,No,South2
768222,Kuchinda,Odisha,ODA,East2
110092,Delhi,Delhi,No,North1
581301,Karwar,Karnataka,ODA,
638702,Dharapuram,Tamil Nadu,ODA,South2
415619,Ratnagiri,Maharashtra,ODA,Mah2
678014,Palakkad,Kerala,No,Kerala
678596,Karimba,Kerala,No,Kerala
301702,Tijara,Rajasthan,ODA,North2
623107,Karaikudi,Tamil Nadu,ODA,South2
331031,Churu,Rajasthan,No,North2
641655,Tirupur,Tamil Nadu,ODA,South2
754110,Balikuda,Odisha,ODA,East2
283201,Tundla,Uttar Pradesh,ODA,North2
241122,Hardoi,Uttar Pradesh,ODA,North2
641652,Tirupur,Tamil Nadu,No,South2
783380,Bongaigaon,Assam,No,NE
176031,Nadaun,Himachal Pradesh,ODA,
575023,Mangalore,Karnataka,No,
852214,Triveninganj,Bihar,ODA,East2
123110,Gurgaon,Haryana,No,North1
831005,Jamshedpur,Jharkhand,No,East2
680665,Kodungallur,Kerala,No,Kerala
144632,Phagwara,Punjab,No,North2
630215,Karaikudi,Tamil Nadu,ODA,South2
134103,Chandigarh,Chandigarh,No,
160070,Mohali,Chandigarh,No,
678007,Palakkad,Kerala,No,Kerala
226103,Malihabad,Uttar Pradesh,ODA,North2
422403,Igatpuri,Maharashtra,ODA,Mah2
741161,Krishnanagar,West Bengal,ODA,
247001,Saharanpur,Uttar Pradesh,No,North2
313601,Bhatewar,Rajasthan,No,North2
635120,Krishnagiri,Tamil Nadu,No,South2
781315,Barpeta,Assam,ODA,NE
515741,Kalyandurg,Andhra Pradesh,No,South2
144624,Begowal,Punjab,No,North2
229881,Malihabad,Uttar Pradesh,No,North2
641027,Coimbatore,Tamil Nadu,No,South2
560083,Bangalore,Karnataka,No,South1
414001,Ahmednagar,Maharashtra,No,Mah2
441304,Katol,Maharashtra,ODA,Mah2
641022,Coimbatore,Tamil Nadu,No,South2
831003,Jamshedpur,Jharkhand,No,East2
176084,Dheera,Himachal Pradesh,No,
670692,Thalassery,Kerala,No,Kerala
722176,Bankura,West Bengal,ODA,
462026,Bhopal,Madhya Pradesh,No,Central1
632318,Arani,Tamil Nadu,ODA,South2
788030,Udarbond,Assam,ODA,NE
209308,Ghatampur,Uttar Pradesh,ODA,North2
535216,Bhogapuram,Andhra Pradesh,No,South2
370130,Anjar,Gujarat,ODA,Guj2
414112,Ahmednagar,Maharashtra,ODA,Mah2
685515,Kattappana,Kerala,ODA,Kerala
263002,Nainital,Uttarakhand,ODA,North2
462021,Bhopal,Madhya Pradesh,No,Central1
211021,Allahabad,Uttar Pradesh,ODA,North2
462020,Bhopal,Madhya Pradesh,No,Central1
622412,Pudukkottai,Tamil Nadu,ODA,South2
283122,Kirauli,Uttar Pradesh,ODA,North2
462005,Bhopal,Madhya Pradesh,ODA,Central1
505416,Karim Nagar,Telangana,No,
462006,Bhopal,Madhya Pradesh,No,Central1
522016,Tadikonda,Andhra Pradesh,No,South2
782485,Hojai,Assam,ODA,NE
785691,Sonari,Assam,ODA,NE
131101,Panipat,Haryana,No,North2
122508,Hodal,Haryana,ODA,North2
322255,Karauli,Rajasthan,ODA,North2
462041,Bhopal,Madhya Pradesh,No,Central1
229410,Lalganj Ajhara,Uttar Pradesh,ODA,North2
462030,Bhopal,Madhya Pradesh,No,Central1
805131,Wazirganj,Bihar,ODA,East2
177028,Sujanpur,Himachal Pradesh,No,
622506,Pudukkottai,Tamil Nadu,No,South2
225120,Haidargarh,Uttar Pradesh,ODA,North2
574165,Mangalore,Karnataka,No,
177005,Hamirpur,Himachal Pradesh,ODA,
670675,Mahe,Kerala,No,Kerala
801306,Hilsa,Bihar,No,East2
177033,Nadaun,Himachal Pradesh,No,
445103,Arni,Maharashtra,No,Mah2
560031,Bangalore,Karnataka,No,South1
626549,Kovilpatti,Tamil Nadu,ODA,South2
632514,Sholinghur,Tamil Nadu,ODA,South2
641032,Coimbatore,Tamil Nadu,No,South2
638462,Sathyamangalam,Tamil Nadu,ODA,South2
575010,Mangalore,Karnataka,ODA,
365001,Rajkot,Gujarat,No,Guj2
575027,Mangalore,Karnataka,No,
733210,Dalkhola,West Bengal,ODA,
622422,Pudukkottai,Tamil Nadu,No,South2
606603,Tiruvannamalai,Tamil Nadu,No,South2
416508,Halkarni,Maharashtra,ODA,Mah2
635654,Tiruppattur,Tamil Nadu,ODA,South2
691316,Ayoor,Kerala,ODA,Kerala
847412,Jhanjharpur,Bihar,ODA,East2
124202,Jhajjar,Haryana,ODA,North2
521123,Vijayawada,Andhra Pradesh,ODA,South2
263127,Nainital,Uttarakhand,ODA,North2
524307,Atmakur-AP,Andhra Pradesh,ODA,South2
133301,Pinjore,Haryana,ODA,North2
160062,Mohali,Punjab,No,North2
341011,Nagaur,Rajasthan,ODA,North2
414002,Ahmednagar,Maharashtra,No,Mah2
160046,Chandigarh,Chandigarh,No,
160102,Chandigarh,Chandigarh,No,
307044,Abu Road,Rajasthan,ODA,North2
805123,Nawada,Bihar,No,East2
623105,Karaikudi,Tamil Nadu,ODA,South2
262122,Puranpur,Uttar Pradesh,No,North2
560084,Bangalore,Karnataka,No,South1
560006,Bangalore,Karnataka,No,South1
630002,Karaikudi,Tamil Nadu,No,South2
678017,Palakkad,Kerala,No,Kerala
764058,Kotapad,Odisha,No,East2
132001,Karnal,Haryana,No,North2
609704,Peralam,Tamil Nadu,ODA,South2
132116,Karnal,Haryana,No,North2
385521,Palanpur,Gujarat,ODA,Guj2
533447,Kothapalli,Andhra Pradesh,No,South2
713170,Balagarh,West Bengal,ODA,
176059,Palampur,Himachal Pradesh,No,
515863,Rayadurgam,Andhra Pradesh,ODA,South2
247232,Saharanpur,Uttar Pradesh,No,North2
641112,Coimbatore,Tamil Nadu,No,South2
503322,Nizamabad,Telangana,ODA,
627952,Kovilpatti,Tamil Nadu,ODA,South2
831010,Jamshedpur,Jharkhand,No,East2
825320,Barki Saria,Jharkhand,No,East2
247669,Saharanpur,Uttar Pradesh,No,North2
503175,Nizamabad,Telangana,No,
575025,Mangalore,Karnataka,ODA,
630702,Paramakudi,Tamil Nadu,ODA,South2
532216,Pathapatnam,Andhra Pradesh,No,South2
202151,Jewar,Uttar Pradesh,ODA,North2
124104,Jhajjar,Haryana,ODA,North2
384360,Satlasana,Gujarat,No,Guj2
493889,Gariyaband,Chhattisgarh,No,Central2
363520,Chotila,Gujarat,ODA,Guj2
231501,Bhadohi,Uttar Pradesh,No,North2
445209,Pusad,Maharashtra,No,Mah2
690552,Tiruvalla,Kerala,ODA,Kerala
276404,Azamgarh,Uttar Pradesh,ODA,North2
208022,Kanpur,Uttar Pradesh,No,North2
412202,UrliKanchan,Maharashtra,ODA,Mah2
212659,Ghatampur,Uttar Pradesh,No,North2
281123,Mathura,Uttar Pradesh,No,North2
560030,Bangalore,Karnataka,No,South1
733208,Dalkhola,West Bengal,ODA,
262728,Lakhimpur,Uttar Pradesh,ODA,North2
621214,Thuraiyur,Tamil Nadu,ODA,South2
689520,Tiruvalla,Kerala,ODA,Kerala
743609,Dakshin Barasat,West Bengal,ODA,
734427,Bagdogra,West Bengal,ODA,
497220,Ramanujganj,Chhattisgarh,No,Central2
110091,Delhi,Delhi,No,North1
822133,Garhwa,Jharkhand,ODA,East2
560300,Bangalore,Karnataka,No,South1
577426,Thirthahalli,Karnataka,ODA,
160041,Mohali,Chandigarh,No,
160029,Chandigarh,Chandigarh,No,
632518,Arani,Tamil Nadu,ODA,South2
422602,Alephata,Maharashtra,ODA,Mah2
518390,Gooty,Andhra Pradesh,ODA,South2
522647,Vinukonda,Andhra Pradesh,ODA,South2
621210,Thuraiyur,Tamil Nadu,ODA,South2
208005,Kanpur,Uttar Pradesh,No,North2
208015,Kanpur,Uttar Pradesh,No,North2
743351,Fatepur,West Bengal,ODA,
743345,Dakshin Barasat,West Bengal,ODA,
202145,Hathras,Uttar Pradesh,ODA,North2
742161,Khargram,West Bengal,ODA,
824208,Aurangabad-BR,Bihar,No,East2
125054,Sirsa,Haryana,No,North2
764087,Malkangiri,Odisha,No,East2
250612,Baraut,Uttar Pradesh,ODA,North2
581303,Karwar,Karnataka,ODA,
516259,Vempalli,Andhra Pradesh,ODA,South2
560038,Bangalore,Karnataka,No,South1
451220,Maheshwar,Madhya Pradesh,No,Central2
142054,Moga,Punjab,No,North2
785110,Majuli,Assam,No,NE
788109,Udarbond,Assam,ODA,NE
643003,Ooty,Tamil Nadu,No,South2
736167,Sitai,West Bengal,ODA,
829206,Latehar,Jharkhand,ODA,East2
176089,Sujanpur,Himachal Pradesh,No,
736168,Sitai,West Bengal,ODA,
160028,Chandigarh,Chandigarh,ODA,
160103,Mohali,Punjab,No,North2
160048,Chandigarh,Chandigarh,ODA,
415616,Ratnagiri,Maharashtra,ODA,Mah2
560071,Bangalore,Karnataka,No,South1
623203,Karaikudi,Tamil Nadu,ODA,South2
160013,Chandigarh,Chandigarh,No,
160047,Mohali,Chandigarh,No,
303511,Lalsot,Rajasthan,No,North2
454446,Manawar,Madhya Pradesh,ODA,Central2
176305,Dalhousie,Himachal Pradesh,ODA,
160009,Chandigarh,Chandigarh,No,
518134,Betamcherla,Andhra Pradesh,ODA,South2
425401,Amalner,Maharashtra,ODA,Mah2
781017,Guwahati,Assam,No,NE
177101,Dehra Gopipur,Himachal Pradesh,ODA,
177117,Dehra Gopipur,Himachal Pradesh,ODA,
641304,Coimbatore,Tamil Nadu,ODA,South2
641103,Coimbatore,Tamil Nadu,No,South2
673316,Mahe,Kerala,No,Kerala
246128,Gumkhal,Uttarakhand,No,North2
641669,Palladam,Tamil Nadu,ODA,South2
518004,Kurnool,Andhra Pradesh,No,South2
741506,Hanskhali,West Bengal,ODA,
241403,Hardoi,Uttar Pradesh,ODA,North2
421602,Igatpuri,Maharashtra,No,Mah2
475110,Dabra,Madhya Pradesh,No,Central2
825324,Barki Saria,Jharkhand,No,East2
535202,Kovvur,Andhra Pradesh,ODA,South2
722169,Bankura,West Bengal,ODA,
641040,Coimbatore,Tamil Nadu,No,South2
783384,Bongaigaon,Assam,ODA,NE
424204,Soegaon,Maharashtra,ODA,Mah2
804434,Jehanabad,Bihar,ODA,East2
441306,Katol,Maharashtra,ODA,Mah2
581201,Dharwad,Karnataka,No,
502032,Hyderabad,Telangana,No,South1
620017,Tiruchi,Tamil Nadu,No,South2
624007,Tiruchi,Tamil Nadu,No,South2
396580,Vansda,Gujarat,ODA,Guj2
401406,Palghar,Maharashtra,ODA,Mah1
431108,Paithan,Maharashtra,ODA,Mah2
151502,Mansa,Punjab,No,North2
829110,Peterbar,Jharkhand,No,East2
464221,Ganj Basoda,Madhya Pradesh,ODA,Central2
620014,Tiruchi,Tamil Nadu,No,South2
686547,Ranni,Kerala,No,Kerala
742304,Domkal,West Bengal,ODA,
734317,Kalimpong,West Bengal,ODA,
441101,Savner,Maharashtra,ODA,Mah2
689673,Ranni,Kerala,No,Kerala
341528,Makrana,Rajasthan,ODA,North2
444004,Akola,Maharashtra,No,Mah2
641006,Coimbatore,Tamil Nadu,No,South2
636141,Attur,Tamil Nadu,ODA,South2
620021,Tiruchi,Tamil Nadu,No,South2
734301,Kalimpong,West Bengal,No,
781130,Guwahati,Assam,ODA,NE
613203,Thirukkattupalli,Tamil Nadu,ODA,South2
609605,Karaikal,Pondicherry,ODA,
621702,Thirukkattupalli,Tamil Nadu,ODA,South2
723128,Manbazar,West Bengal,ODA,
152126,Abohar,Punjab,ODA,North2
152116,Abohar,Punjab,ODA,North2
246194,Pauri,Uttarakhand,ODA,North2
622101,Pudukkottai,Tamil Nadu,No,South2
462034,Bhopal,Madhya Pradesh,ODA,Central1
609312,Karaikal,Tamil Nadu,ODA,South2
680685,Kodungallur,Kerala,No,Kerala
124201,Jhajjar,Haryana,ODA,North2
462040,Bhopal,Madhya Pradesh,No,Central1
628802,Tiruchendur,Tamil Nadu,ODA,South2
451661,Barwani,Madhya Pradesh,ODA,Central2
505531,Karim Nagar,Telangana,No,
123414,Rewari,Haryana,No,North2
313022,Udaipur,Rajasthan,No,North2
622203,Pudukkottai,Tamil Nadu,ODA,South2
533448,Kothapalli,Andhra Pradesh,No,South2
756041,Raj Berhampur,Odisha,ODA,East2
325219,Kawai,Rajasthan,No,North2
626201,Kovilpatti,Tamil Nadu,No,South2
209301,Akbarpur-UP,Uttar Pradesh,ODA,North2
628402,Tuticorin,Tamil Nadu,No,South2
635852,Tiruppattur,Tamil Nadu,No,South2
575004,Mangalore,Karnataka,No,
575003,Mangalore,Karnataka,No,
689705,Ayoor,Kerala,ODA,Kerala
132037,Karnal,Haryana,No,North2
209311,Akbarpur-UP,Uttar Pradesh,ODA,North2
392014,Ankleshwar,Gujarat,ODA,Guj2
628616,Tiruchendur,Tamil Nadu,ODA,South2
247672,Saharanpur,Uttar Pradesh,ODA,North2
670102,Thalassery,Kerala,No,Kerala
534302,Kovvur,Andhra Pradesh,No,South2
582222,Hubli,Karnataka,ODA,
641105,Coimbatore,Tamil Nadu,ODA,South2
641668,Coimbatore,Tamil Nadu,No,South2
641670,Coimbatore,Tamil Nadu,No,South2
535213,Bhogapuram,Andhra Pradesh,ODA,South2
175033,Jahu,Himachal Pradesh,No,
206123,Kishni,Uttar Pradesh,ODA,North2
524121,Sullurupeta,Andhra Pradesh,ODA,South2
176075,Sujanpur,Himachal Pradesh,ODA,
721433,Contai,West Bengal,ODA,
752019,Nirakarpur,Odisha,ODA,East2
852110,Supaul,Bihar,ODA,East2
176108,Sujanpur,Himachal Pradesh,ODA,
781002,Guwahati,Assam,ODA,NE
781028,Guwahati,Assam,No,NE
505401,Karim Nagar,Telangana,ODA,
627127,Nagercoil,Tamil Nadu,No,South2
784149,Thelamara,Assam,ODA,NE
505001,Karim Nagar,Telangana,No,
603304,Marakkanam,Tamil Nadu,ODA,South2
743412,Basirhat,West Bengal,ODA,
342003,Jodhpur,Rajasthan,No,North2
342007,Jodhpur,Rajasthan,No,North2
502300,Hyderabad,Telangana,No,South1
277307,Ballia,Uttar Pradesh,No,North2
313021,Chittaurgarh,Rajasthan,ODA,North2
628617,Tiruchendur,Tamil Nadu,ODA,South2
782439,Howraghat,Assam,ODA,NE
131402,Sonipat,Haryana,No,North2
322241,Karauli,Rajasthan,ODA,North2
635701,Ambur,Tamil Nadu,ODA,South2
422110,Satana,Maharashtra,ODA,Mah2
276124,Jiyanpur,Uttar Pradesh,No,North2
721652,Panskura,West Bengal,ODA,
385510,Palanpur,Gujarat,ODA,Guj2
517505,Tirupati,Andhra Pradesh,No,South2
713405,Nabadwip,West Bengal,ODA,
445216,Pusad,Maharashtra,No,Mah2
176087,Palampur,Himachal Pradesh,ODA,
563119,Bangarapet,Karnataka,ODA,
313207,Kapasan,Rajasthan,ODA,North2
517551,Tirupati,Andhra Pradesh,No,South2
